Date,Hillside OAT [F],Main Meter [kW],Boiler Gas [kBtu/hr]
4/7/2012 15:00,,106.6499911,161.41
4/7/2012 16:00,,106.2417265,126.36
4/7/2012 17:00,,105.1421507,83.58
4/7/2012 18:00,,104.1531561,147.32
4/7/2012 19:00,,103.7777112,207.75
4/7/2012 20:00,47.1850292,105.8264029,319.52
4/7/2012 21:00,49.9863212,106.3610687,382.18
4/7/2012 22:00,48.27283079,107.4653629,511.09
4/7/2012 23:00,47.22541392,109.1667221,560.73
4/8/2012 0:00,46.38061435,108.2711948,560.21
4/8/2012 1:00,45.93112256,109.1549705,546.68
4/8/2012 2:00,44.8504342,113.2350904,573.93
4/8/2012 3:00,44.3302,111.6041794,555.57
4/8/2012 4:00,44.31065757,112.8404816,596.92
4/8/2012 5:00,44.15213668,115.5177582,601.53
4/8/2012 6:00,45.627,115.3571006,744.25
4/8/2012 7:00,44.53618446,115.5236939,794.16
4/8/2012 8:00,46.10214102,115.4291243,740.23
4/8/2012 9:00,50.10304277,114.6206347,646.12
4/8/2012 10:00,55.79996319,113.3369696,505.85
4/8/2012 11:00,63.77193966,111.0709004,370.89
4/8/2012 12:00,73.27731428,109.8005847,243.82
4/8/2012 13:00,76.37033038,107.9510436,191.09
4/8/2012 14:00,72.49164582,109.1195812,173.56
4/8/2012 15:00,69.99632942,108.4957135,130.57
4/8/2012 16:00,60.70670125,107.9376233,79.03
4/8/2012 17:00,59.94849958,105.1919976,93.53
4/8/2012 18:00,58.39314954,104.6493892,189.39
4/8/2012 19:00,51.89637339,104.3051761,311.74
4/8/2012 20:00,49.19272941,104.9730527,345.15
4/8/2012 21:00,48.56540766,106.1702263,375.04
4/8/2012 22:00,49.86809444,106.499261,557.61
4/8/2012 23:00,52.03676656,105.6978552,640.48
4/9/2012 0:00,52.23379402,107.8095707,729.84
4/9/2012 1:00,49.25436123,109.1841864,761.6
4/9/2012 2:00,48.58831773,112.2029952,806.59
4/9/2012 3:00,46.877513,113.325961,921.01
4/9/2012 4:00,45.64646877,134.6415434,1139.03
4/9/2012 5:00,45.627,140.9166257,1470.06
4/9/2012 6:00,45.627,148.6797984,1732.1
4/9/2012 7:00,46.19519369,162.3910202,1760.43
4/9/2012 8:00,49.37152832,185.4049495,1578.81
4/9/2012 9:00,53.13202855,204.8554788,1301.09
4/9/2012 10:00,57.77524213,213.8204337,962.53
4/9/2012 11:00,63.06444281,218.6937055,762.94
4/9/2012 12:00,69.65657962,219.8306038,624.65
4/9/2012 13:00,70.32780828,221.3999568,571
4/9/2012 14:00,71.17302736,221.3926858,517.61
4/9/2012 15:00,72.77031671,218.8123011,451.2
4/9/2012 16:00,73.75918755,210.9389053,323.65
4/9/2012 17:00,74.07362454,190.1927756,262.48
4/9/2012 18:00,60.28246585,134.098166,216.59
4/9/2012 19:00,53.23144894,113.5251147,136.16
4/9/2012 20:00,51.60355599,107.271514,84.19
4/9/2012 21:00,50.33310591,108.3600237,58.27
4/9/2012 22:00,49.95685975,106.3473252,105.91
4/9/2012 23:00,50.34430394,107.4100018,231.29
4/10/2012 0:00,50.58066233,109.2351508,459.87
4/10/2012 1:00,51.507465,113.1153839,538.78
4/10/2012 2:00,51.96370053,116.697094,500.32
4/10/2012 3:00,52.46564253,115.3327063,553.7
4/10/2012 4:00,52.94708323,140.9399104,883.55
4/10/2012 5:00,50.63724378,145.5629143,1263.2
4/10/2012 6:00,49.676855,153.9886506,1482.64
4/10/2012 7:00,49.63812384,167.13891,1416.09
4/10/2012 8:00,49.886007,190.7740592,1219.78
4/10/2012 9:00,50.31986485,210.0087681,1048.27
4/10/2012 10:00,50.548897,216.7938718,890.98
4/10/2012 11:00,50.97403474,220.9024049,759.12
4/10/2012 12:00,52.74716361,217.2218771,681.55
4/10/2012 13:00,53.1397256,222.8160293,596.17
4/10/2012 14:00,53.36361083,222.7462562,578.49
4/10/2012 15:00,54.4425134,221.6364545,577.48
4/10/2012 16:00,53.71250239,212.9039539,534.69
4/10/2012 17:00,53.01507979,195.8703514,393.25
4/10/2012 18:00,52.11494926,133.6919084,209.27
4/10/2012 19:00,51.50887202,115.7464111,124.91
4/10/2012 20:00,50.99190841,109.4831261,83.95
4/10/2012 21:00,50.58379357,108.9215881,154.94
4/10/2012 22:00,50.45883047,106.0698418,212.26
4/10/2012 23:00,50.41837261,106.2769474,321.58
4/11/2012 0:00,50.09497244,108.2993245,429.36
4/11/2012 1:00,49.26910693,111.8755734,576.1
4/11/2012 2:00,49.19648271,115.0023173,571.63
4/11/2012 3:00,49.40058029,115.0195232,617.16
4/11/2012 4:00,48.09521989,141.812383,987.54
4/11/2012 5:00,48.23161767,146.2835915,1384.35
4/11/2012 6:00,48.66365363,153.7273147,1533.92
4/11/2012 7:00,48.99949307,166.8722532,1503.96
4/11/2012 8:00,49.78086875,189.780673,1298.84
4/11/2012 9:00,51.13649654,207.817276,1104.6
4/11/2012 10:00,52.83529577,214.1823466,969.42
4/11/2012 11:00,54.29177651,214.5770235,799.95
4/11/2012 12:00,56.85672052,217.3532272,625.25
4/11/2012 13:00,58.80450067,219.3375678,512.72
4/11/2012 14:00,58.745485,220.8366221,511.23
4/11/2012 15:00,56.79992068,222.4031672,523.39
4/11/2012 16:00,56.14165333,212.0601229,480.58
4/11/2012 17:00,55.15233078,190.8414757,435.74
4/11/2012 18:00,55.70944478,134.9034482,340.43
4/11/2012 19:00,52.72257283,117.3377031,233.61
4/11/2012 20:00,50.979322,109.641544,129.12
4/11/2012 21:00,51.01924111,108.5726852,131.31
4/11/2012 22:00,50.64916317,107.8604679,191.65
4/11/2012 23:00,50.35797538,107.7181515,319.9
4/12/2012 0:00,50.45775372,108.7909901,469.83
4/12/2012 1:00,50.7958052,112.3052609,566.06
4/12/2012 2:00,50.11773246,112.8340658,608.47
4/12/2012 3:00,48.84508533,116.0854586,703.86
4/12/2012 4:00,46.51100467,141.0300047,863.8
4/12/2012 5:00,46.93351733,142.5486701,1137.16
4/12/2012 6:00,48.07556993,152.8240473,1341.7
4/12/2012 7:00,47.5845515,167.8053116,1270.82
4/12/2012 8:00,48.73479503,187.7741192,1112.41
4/12/2012 9:00,48.86539157,203.8819723,928.83
4/12/2012 10:00,51.00155218,210.804655,783.68
4/12/2012 11:00,56.87322978,213.7306027,607.75
4/12/2012 12:00,62.231477,210.0705061,540.39
4/12/2012 13:00,66.79127207,214.0950746,532.45
4/12/2012 14:00,62.275764,215.2518955,513.48
4/12/2012 15:00,56.82176906,211.4183907,490.61
4/12/2012 16:00,53.83156442,203.5309347,417.13
4/12/2012 17:00,53.5677957,183.5311335,282.53
4/12/2012 18:00,52.24404224,129.2135492,222.05
4/12/2012 19:00,50.28370369,111.6268758,184.14
4/12/2012 20:00,47.34412245,105.0726764,134.29
4/12/2012 21:00,46.83537696,105.3264131,178.86
4/12/2012 22:00,46.04710953,101.9634896,214.12
4/12/2012 23:00,45.63548105,102.0874539,265.08
4/13/2012 0:00,46.3466934,104.2727581,427.69
4/13/2012 1:00,46.90811475,107.8623705,528.18
4/13/2012 2:00,46.83049964,109.1426275,565.78
4/13/2012 3:00,46.87759217,109.4393114,620.42
4/13/2012 4:00,45.90632883,136.5272402,791.82
4/13/2012 5:00,44.3302,140.8768808,1176.58
4/13/2012 6:00,43.89410977,146.8152806,1388.58
4/13/2012 7:00,44.3302,160.8717121,1367.88
4/13/2012 8:00,45.38991291,180.333952,1220.73
4/13/2012 9:00,46.9897866,197.1496168,1056.81
4/13/2012 10:00,49.21917822,206.6116604,891.95
4/13/2012 11:00,52.26705629,208.9862052,710.09
4/13/2012 12:00,54.4769433,205.0803934,583.55
4/13/2012 13:00,59.21038295,209.8832782,557.16
4/13/2012 14:00,64.8403284,216.0670317,548.59
4/13/2012 15:00,64.49619236,210.8309355,540.23
4/13/2012 16:00,63.66741259,200.729778,441.46
4/13/2012 17:00,63.94629837,183.7180795,321.78
4/13/2012 18:00,60.89181788,128.9027004,203.86
4/13/2012 19:00,52.15823889,110.7450746,142.16
4/13/2012 20:00,47.82011011,104.7727714,214.2
4/13/2012 21:00,45.97793015,103.3670827,223.43
4/13/2012 22:00,44.46978862,100.5384133,265.25
4/13/2012 23:00,43.4951446,100.2081931,289.63
4/14/2012 0:00,43.0252,101.523931,350.86
4/14/2012 1:00,43.0252,101.9451663,320.25
4/14/2012 2:00,43.0252,105.6723626,342.21
4/14/2012 3:00,43.0252,105.2725078,393.19
4/14/2012 4:00,43.0252,107.2722906,426.79
4/14/2012 5:00,43.56970626,109.0326798,459.4
4/14/2012 6:00,42.56201996,110.6343164,363.65
4/14/2012 7:00,41.73480846,110.5992777,311.19
4/14/2012 8:00,43.2659,111.0313311,289.48
4/14/2012 9:00,46.61663829,111.2009532,364.68
4/14/2012 10:00,50.49829833,109.4538241,423.99
4/14/2012 11:00,59.37358866,108.5960228,402.65
4/14/2012 12:00,69.79410081,108.6901994,400.92
4/14/2012 13:00,73.1655469,108.5653556,362.91
4/14/2012 14:00,75.07898477,107.5269533,254.26
4/14/2012 15:00,76.36363695,106.6014808,244.29
4/14/2012 16:00,76.08626646,105.7539462,245.95
4/14/2012 17:00,74.91033667,103.916229,205
4/14/2012 18:00,70.01030974,103.2215014,207.48
4/14/2012 19:00,57.74831724,103.1277488,218.06
4/14/2012 20:00,52.55943948,105.3777135,282.12
4/14/2012 21:00,50.75535314,105.9293466,298.19
4/14/2012 22:00,49.93189009,107.0596365,367.57
4/14/2012 23:00,49.36678832,107.9168884,400.75
4/15/2012 0:00,49.62564997,107.7936467,362.03
4/15/2012 1:00,49.54515729,108.1593246,323.84
4/15/2012 2:00,49.21317659,113.3449082,404.92
4/15/2012 3:00,48.74492089,111.720733,468.91
4/15/2012 4:00,48.77145411,112.2049192,472.41
4/15/2012 5:00,48.84107882,115.00699,548.74
4/15/2012 6:00,48.58830457,114.7502269,581.11
4/15/2012 7:00,48.69165833,114.8694841,641.89
4/15/2012 8:00,49.63077148,116.511527,595.58
4/15/2012 9:00,51.86523938,114.6783367,424.82
4/15/2012 10:00,53.97775833,113.4845421,303.63
4/15/2012 11:00,59.19703092,110.89267,225.35
4/15/2012 12:00,69.02614484,109.7931313,195.31
4/15/2012 13:00,71.20937001,107.857106,158.4
4/15/2012 14:00,74.46016738,109.1342613,126.77
4/15/2012 15:00,75.49376113,108.0900847,110.58
4/15/2012 16:00,77.4120684,108.0707264,87.44
4/15/2012 17:00,72.60015928,105.1663499,80.34
4/15/2012 18:00,66.29101294,104.4516903,131.8
4/15/2012 19:00,56.01921858,103.5175318,300.12
4/15/2012 20:00,51.40023204,104.8384161,330.51
4/15/2012 21:00,49.97329821,105.6083778,357.99
4/15/2012 22:00,48.96286519,106.1408846,372.27
4/15/2012 23:00,48.42570523,105.4646896,373.57
4/16/2012 0:00,48.11356721,107.9124057,641.14
4/16/2012 1:00,48.01819828,109.1835245,677.7
4/16/2012 2:00,47.63091188,112.454271,654.18
4/16/2012 3:00,47.3133802,112.655975,775.94
4/16/2012 4:00,46.99956133,134.2577177,1018.84
4/16/2012 5:00,47.00463806,140.7394073,1385.93
4/16/2012 6:00,46.98899367,148.2492904,1630.56
4/16/2012 7:00,47.30318588,162.1497429,1695.19
4/16/2012 8:00,48.71673081,184.925579,1597.16
4/16/2012 9:00,51.77766276,204.8362587,1412.73
4/16/2012 10:00,55.05630089,213.8573221,1147.52
4/16/2012 11:00,65.01332137,218.6740674,821.03
4/16/2012 12:00,72.92660747,219.7603299,597.52
4/16/2012 13:00,75.1958843,221.853713,526.68
4/16/2012 14:00,76.38780727,222.2545259,425.58
4/16/2012 15:00,74.12322283,218.9114096,328.08
4/16/2012 16:00,67.09468011,211.3818015,271.92
4/16/2012 17:00,61.50098843,190.7082588,245.75
4/16/2012 18:00,58.15783074,134.0181459,190.28
4/16/2012 19:00,55.36619091,113.8784043,119.9
4/16/2012 20:00,53.56511905,107.4880658,50.9
4/16/2012 21:00,52.42494958,107.9471696,45.86
4/16/2012 22:00,52.15753392,105.8768781,57.24
4/16/2012 23:00,51.15677788,107.0361461,172.04
4/17/2012 0:00,50.4919005,108.8322223,360.53
4/17/2012 1:00,51.23698822,112.7013099,450.2
4/17/2012 2:00,50.58029122,117.1298074,499.64
4/17/2012 3:00,50.58015486,115.310541,547.56
4/17/2012 4:00,51.5045354,140.8398877,822.36
4/17/2012 5:00,52.16717358,145.9072257,1245.33
4/17/2012 6:00,51.9860394,154.1219208,1437.91
4/17/2012 7:00,51.85200284,167.2438722,1397.12
4/17/2012 8:00,53.14576637,191.1878573,1108.04
4/17/2012 9:00,54.72828816,207.6531832,873.57
4/17/2012 10:00,55.12536946,217.271603,700.58
4/17/2012 11:00,56.93450493,218.49847,630.38
4/17/2012 12:00,60.94623452,220.6063656,576.44
4/17/2012 13:00,67.08547931,224.2669366,533.88
4/17/2012 14:00,67.79716469,224.8638375,465.24
4/17/2012 15:00,65.5048776,221.6358893,387.83
4/17/2012 16:00,70.89795158,220.2711876,315.03
4/17/2012 17:00,71.037254,195.4894073,227.4
4/17/2012 18:00,63.27745754,133.6545573,131.96
4/17/2012 19:00,54.78150556,115.157691,112.14
4/17/2012 20:00,51.66011732,110.6139752,58.92
4/17/2012 21:00,51.19786822,107.9102979,46.31
4/17/2012 22:00,50.92065096,106.5503024,144.4
4/17/2012 23:00,50.55045697,107.7390864,317.37
4/18/2012 0:00,50.4925,108.0788245,466.43
4/18/2012 1:00,50.21733576,110.8644039,579.89
4/18/2012 2:00,50.11401462,114.8826784,595.65
4/18/2012 3:00,50.15469728,115.0421266,657.45
4/18/2012 4:00,49.60667833,141.3520863,910.8
4/18/2012 5:00,48.57939928,144.8025531,1227.04
4/18/2012 6:00,48.16349108,153.1758433,1529.72
4/18/2012 7:00,48.74750608,168.0954104,1553.38
4/18/2012 8:00,50.04993467,192.4345772,1393.98
4/18/2012 9:00,53.34738888,208.0364928,1080.74
4/18/2012 10:00,57.31159367,214.0536784,821.28
4/18/2012 11:00,68.46146157,216.6343327,655.09
4/18/2012 12:00,77.39323548,220.6773338,515.97
4/18/2012 13:00,77.47054317,220.5024852,476.71
4/18/2012 14:00,78.48414812,224.3624645,391.12
4/18/2012 15:00,82.3688099,224.1201188,302.43
4/18/2012 16:00,76.39594722,213.5033028,282.63
4/18/2012 17:00,71.58050833,196.0887879,196.74
4/18/2012 18:00,71.10472634,135.9971479,169.79
4/18/2012 19:00,60.41091938,117.0227185,107.55
4/18/2012 20:00,56.09142824,109.5606283,92.37
4/18/2012 21:00,54.76622532,110.2138182,153.38
4/18/2012 22:00,54.92574551,108.6681238,184.7
4/18/2012 23:00,54.11035201,109.0450353,256.1
4/19/2012 0:00,53.65389264,109.3532831,431.32
4/19/2012 1:00,52.90193115,111.6279016,533.87
4/19/2012 2:00,52.80020462,115.1434274,607.47
4/19/2012 3:00,53.63474761,115.9920489,651.89
4/19/2012 4:00,54.00996279,140.0389984,941.68
4/19/2012 5:00,53.86838265,142.773821,1202.25
4/19/2012 6:00,54.00187332,153.0002092,1418.6
4/19/2012 7:00,54.15100903,170.6477971,1393.72
4/19/2012 8:00,54.66534501,193.1961081,1161.47
4/19/2012 9:00,57.9272177,205.2359089,805.1
4/19/2012 10:00,61.20387374,210.8489525,548.98
4/19/2012 11:00,71.70391912,213.3283731,430.55
4/19/2012 12:00,81.94832075,211.5234836,400.7
4/19/2012 13:00,84.48658333,215.7666772,338.99
4/19/2012 14:00,85.5593424,218.3051251,217.78
4/19/2012 15:00,86.99627367,222.0066944,137.44
4/19/2012 16:00,88.08914795,206.746992,45.3
4/19/2012 17:00,86.7838025,189.8724749,19.05
4/19/2012 18:00,82.97901304,128.7954809,32.57
4/19/2012 19:00,71.55508132,111.2689799,37.39
4/19/2012 20:00,65.41600239,104.5024311,43
4/19/2012 21:00,63.54422447,105.9338668,64.99
4/19/2012 22:00,62.06134164,103.0446662,85.99
4/19/2012 23:00,61.96997881,104.1735181,102.17
4/20/2012 0:00,60.56885025,104.7725409,114.38
4/20/2012 1:00,61.16036183,106.4119588,130.49
4/20/2012 2:00,61.52819565,108.835576,145.95
4/20/2012 3:00,61.89279967,111.7909729,124.28
4/20/2012 4:00,61.27095029,136.1991018,142.67
4/20/2012 5:00,60.359855,140.9675676,328.16
4/20/2012 6:00,60.09524433,147.1829997,499.26
4/20/2012 7:00,59.54606295,159.2365779,643.27
4/20/2012 8:00,60.00200443,180.8221208,667.92
4/20/2012 9:00,63.61449276,197.1856748,476.99
4/20/2012 10:00,67.95732742,206.3938765,301.35
4/20/2012 11:00,79.68032996,209.0531006,162.12
4/20/2012 12:00,90.93593872,205.9167149,140.58
4/20/2012 13:00,94.28362755,210.5345612,118.97
4/20/2012 14:00,95.99420075,215.3353407,88.39
4/20/2012 15:00,97.35360914,213.7039969,55.37
4/20/2012 16:00,96.5525224,201.8098008,38.55
4/20/2012 17:00,94.21216388,183.2921013,31.61
4/20/2012 18:00,89.5102333,130.0015615,36.25
4/20/2012 19:00,76.79244702,110.210472,45.56
4/20/2012 20:00,70.17602833,104.8231957,69.98
4/20/2012 21:00,67.37892029,103.9741494,117.32
4/20/2012 22:00,66.62401574,100.6868855,154.91
4/20/2012 23:00,67.41504844,102.6016207,190.83
4/21/2012 0:00,66.17422778,101.1644975,124.66
4/21/2012 1:00,65.61688498,101.4134744,126.07
4/21/2012 2:00,63.44934132,105.527695,120.22
4/21/2012 3:00,63.51178178,104.7300535,145.59
4/21/2012 4:00,63.01865411,106.6470229,183.75
4/21/2012 5:00,62.88169566,108.0710482,204.46
4/21/2012 6:00,62.76552446,109.9426939,240.78
4/21/2012 7:00,63.26296189,110.4490957,241.02
4/21/2012 8:00,63.68613133,110.2533529,226.2
4/21/2012 9:00,66.44566064,111.4423949,209.19
4/21/2012 10:00,69.89364484,110.4083187,195.31
4/21/2012 11:00,80.59547672,108.705984,194.21
4/21/2012 12:00,91.80168308,109.4894857,177.49
4/21/2012 13:00,95.77919842,108.1099565,161.61
4/21/2012 14:00,98.85126486,107.1819099,152.16
4/21/2012 15:00,101.2202551,106.0271106,142.83
4/21/2012 16:00,99.7936945,105.2458406,125.56
4/21/2012 17:00,96.56410222,103.1480595,118.21
4/21/2012 18:00,89.72866913,103.0467383,121.17
4/21/2012 19:00,78.0607853,102.6548641,134.74
4/21/2012 20:00,74.42283005,103.6007131,180.76
4/21/2012 21:00,72.25398393,103.8752068,172.71
4/21/2012 22:00,71.96065907,104.9661407,162.23
4/21/2012 23:00,70.74487911,105.4272676,151.42
4/22/2012 0:00,68.986182,107.5956004,146.43
4/22/2012 1:00,66.89939428,107.7044874,144.22
4/22/2012 2:00,66.43098089,111.3246752,167.91
4/22/2012 3:00,66.24067364,111.6499479,141.72
4/22/2012 4:00,65.4757394,111.6751112,141.3
4/22/2012 5:00,62.00203741,113.8965865,236.63
4/22/2012 6:00,59.08096329,114.1177141,241.28
4/22/2012 7:00,53.54397713,114.1558595,230.57
4/22/2012 8:00,53.71959714,112.5946582,199.67
4/22/2012 9:00,55.12157554,113.6248291,162.04
4/22/2012 10:00,56.52755818,113.4420976,147.49
4/22/2012 11:00,63.61585627,109.964193,139.23
4/22/2012 12:00,71.61927753,109.2883016,106.67
4/22/2012 13:00,71.44870619,108.3587308,77.11
4/22/2012 14:00,67.13234539,108.4788351,67.73
4/22/2012 15:00,62.37634028,108.2476239,70.11
4/22/2012 16:00,58.50204411,108.0812313,78.7
4/22/2012 17:00,55.49713111,104.5945372,69.27
4/22/2012 18:00,53.90363711,103.8079989,58.18
4/22/2012 19:00,52.72502049,102.7084222,73.02
4/22/2012 20:00,51.97195477,104.3377433,95.48
4/22/2012 21:00,51.7772421,105.5216727,98.63
4/22/2012 22:00,51.76973333,104.9732162,111.12
4/22/2012 23:00,51.7592,104.3440411,141.4
4/23/2012 0:00,51.79078245,107.3050113,192.85
4/23/2012 1:00,51.77266251,109.7170686,193.31
4/23/2012 2:00,51.98333015,111.7352886,196.44
4/23/2012 3:00,52.15182587,113.259794,225.66
4/23/2012 4:00,51.93448972,134.5434213,380.67
4/23/2012 5:00,51.854,140.8153533,571.64
4/23/2012 6:00,51.8856,149.405046,719.08
4/23/2012 7:00,52.34458903,161.8171439,884.83
4/23/2012 8:00,53.2898711,185.8957909,863.19
4/23/2012 9:00,54.33298008,205.1597225,716.43
4/23/2012 10:00,56.88924498,214.6805645,526.25
4/23/2012 11:00,60.97843867,219.4974176,392.13
4/23/2012 12:00,64.51763322,220.828137,291.46
4/23/2012 13:00,66.3661939,223.1725462,276.88
4/23/2012 14:00,67.98317593,222.6759522,230.6
4/23/2012 15:00,66.81843374,221.0638915,197.49
4/23/2012 16:00,74.22584913,210.9042064,157.99
4/23/2012 17:00,71.02146611,190.6163052,114.66
4/23/2012 18:00,65.18872466,134.7849086,77.96
4/23/2012 19:00,60.36292222,113.8799973,121.4
4/23/2012 20:00,57.32021246,107.0631017,226.41
4/23/2012 21:00,56.97490972,108.0503983,249.98
4/23/2012 22:00,56.88123951,105.0206382,229.06
4/23/2012 23:00,56.15975405,108.9743627,226.06
4/24/2012 0:00,56.00330422,110.3591689,315.36
4/24/2012 1:00,56.30092686,111.8604248,378.88
4/24/2012 2:00,56.2852,115.5986125,378.69
4/24/2012 3:00,56.33552519,114.7395576,406.04
4/24/2012 4:00,56.16556006,140.8796178,578.95
4/24/2012 5:00,56.3092783,145.3620576,897.96
4/24/2012 6:00,56.57326433,153.2945297,1119.74
4/24/2012 7:00,57.74409353,167.2957592,1104.82
4/24/2012 8:00,59.69702509,190.5703835,980.19
4/24/2012 9:00,62.03609578,209.2694578,753.76
4/24/2012 10:00,63.43113954,217.3658122,582.32
4/24/2012 11:00,63.63093956,221.3798026,498.52
4/24/2012 12:00,68.90660609,220.1553232,455.84
4/24/2012 13:00,78.99185124,223.2390984,426.39
4/24/2012 14:00,82.5922571,225.438085,388.76
4/24/2012 15:00,80.4990942,223.8088885,370.36
4/24/2012 16:00,77.27165965,217.6473971,319.49
4/24/2012 17:00,70.65600658,197.4890736,212
4/24/2012 18:00,65.86770031,132.2633784,167.69
4/24/2012 19:00,59.07630833,114.9894348,146.37
4/24/2012 20:00,56.36508889,108.8822282,152.49
4/24/2012 21:00,56.52845,107.8385268,162.94
4/24/2012 22:00,56.45893649,105.3334824,172.52
4/24/2012 23:00,56.34433881,105.2276091,212.68
4/25/2012 0:00,56.09064481,106.8688665,320.66
4/25/2012 1:00,55.57896323,110.7448282,394.52
4/25/2012 2:00,55.88547533,114.1637212,390.96
4/25/2012 3:00,55.72882313,114.1914593,411.67
4/25/2012 4:00,56.35168933,140.9449634,574.82
4/25/2012 5:00,57.48275618,144.7755652,811.17
4/25/2012 6:00,57.17204807,153.6409835,910.21
4/25/2012 7:00,57.67697737,167.1407887,934.53
4/25/2012 8:00,59.30202497,188.5875297,937.35
4/25/2012 9:00,59.9082855,206.23028,797.45
4/25/2012 10:00,62.90772383,213.847728,645.04
4/25/2012 11:00,67.81980582,218.6951211,487.32
4/25/2012 12:00,70.84538413,217.7297851,343.98
4/25/2012 13:00,76.60925879,220.5144043,310.76
4/25/2012 14:00,78.69047306,224.0046193,273.64
4/25/2012 15:00,79.48004628,221.8801569,258.22
4/25/2012 16:00,78.93748102,214.1642616,201.87
4/25/2012 17:00,68.54454166,192.2536283,126.47
4/25/2012 18:00,60.69406208,134.7076914,88.45
4/25/2012 19:00,57.09308507,116.8651441,41.46
4/25/2012 20:00,56.27453002,108.7484796,19.68
4/25/2012 21:00,55.50732205,107.4029825,61.38
4/25/2012 22:00,55.24481986,106.0916826,124.47
4/25/2012 23:00,55.14581283,107.0107843,177.64
4/26/2012 0:00,55.38251833,108.5698595,207.86
4/26/2012 1:00,54.89578763,110.7728795,221.89
4/26/2012 2:00,53.89508957,113.4857494,236.53
4/26/2012 3:00,54.06665079,115.3350697,226.66
4/26/2012 4:00,54.09258366,140.4195683,249.87
4/26/2012 5:00,53.626058,142.4707526,374.04
4/26/2012 6:00,53.37152887,152.2588227,427.6
4/26/2012 7:00,53.16123443,166.6172059,456.98
4/26/2012 8:00,53.00324277,189.3265548,397.91
4/26/2012 9:00,51.747943,202.7503484,366.96
4/26/2012 10:00,52.56712956,210.7662188,332.26
4/26/2012 11:00,56.73605633,214.2690245,322.69
4/26/2012 12:00,62.52345047,210.9520112,320.52
4/26/2012 13:00,61.41883371,215.559465,311.42
4/26/2012 14:00,66.39275867,217.769812,316.85
4/26/2012 15:00,70.81208476,215.1728517,303.77
4/26/2012 16:00,71.51358968,206.9574258,249.2
4/26/2012 17:00,68.22406945,186.0686651,135.61
4/26/2012 18:00,63.10951803,128.1828324,111.68
4/26/2012 19:00,54.2893425,111.395489,106.01
4/26/2012 20:00,51.49681507,104.710931,150.53
4/26/2012 21:00,49.7102217,104.4133321,178.62
4/26/2012 22:00,48.05429367,101.9290095,209.41
4/26/2012 23:00,47.1333666,101.3360308,273.88
4/27/2012 0:00,46.64110325,103.3928621,349.95
4/27/2012 1:00,46.16163238,107.2402247,395.37
4/27/2012 2:00,45.627,108.7587167,436.67
4/27/2012 3:00,45.2081464,109.0493534,519.66
4/27/2012 4:00,44.3302,135.8076802,668.4
4/27/2012 5:00,44.3302,140.2189312,862.26
4/27/2012 6:00,44.3302,147.0641919,984.24
4/27/2012 7:00,44.86268981,159.3174685,1111.57
4/27/2012 8:00,47.07568414,179.7724991,1164.23
4/27/2012 9:00,51.44432746,196.9709581,965.74
4/27/2012 10:00,55.40120878,206.2744242,664.37
4/27/2012 11:00,65.73549278,208.5568039,498.47
4/27/2012 12:00,74.47355378,205.0078332,391.43
4/27/2012 13:00,76.36197065,210.066403,338.56
4/27/2012 14:00,79.22001272,216.5287458,308.99
4/27/2012 15:00,80.0259487,213.8331875,283.31
4/27/2012 16:00,77.86328113,202.2859544,222.02
4/27/2012 17:00,76.53208663,184.5515395,146.2
4/27/2012 18:00,71.20631829,129.0664684,115.9
4/27/2012 19:00,61.52252313,109.8308765,96.95
4/27/2012 20:00,57.29854306,103.5224423,127.73
4/27/2012 21:00,54.62392536,102.5395538,175.11
4/27/2012 22:00,54.19144922,99.40199342,219.38
4/27/2012 23:00,53.4111782,99.33694127,208.4
4/28/2012 0:00,52.82536115,100.8351994,211.99
4/28/2012 1:00,52.68063046,100.8850473,272.64
4/28/2012 2:00,51.79719312,104.3396811,337.98
4/28/2012 3:00,51.329089,104.4564634,345.97
4/28/2012 4:00,50.89398637,105.9102207,344.23
4/28/2012 5:00,50.70722756,108.7000239,353.58
4/28/2012 6:00,51.22828843,109.6488518,315.15
4/28/2012 7:00,50.90132481,110.1975514,291.43
4/28/2012 8:00,52.50062197,110.0638462,281.4
4/28/2012 9:00,56.5068953,110.539459,276.83
4/28/2012 10:00,60.36041729,108.8776049,270.64
4/28/2012 11:00,71.225617,108.852575,231.24
4/28/2012 12:00,79.89736729,108.935642,204.49
4/28/2012 13:00,81.86252867,107.8759024,177.58
4/28/2012 14:00,84.72945176,106.6120457,158.25
4/28/2012 15:00,85.71032108,105.5720259,149.61
4/28/2012 16:00,87.51539317,105.0543847,142.93
4/28/2012 17:00,86.07243015,102.8934266,123.94
4/28/2012 18:00,79.73901814,101.7054592,118.36
4/28/2012 19:00,67.46700675,101.2120423,139.24
4/28/2012 20:00,60.75883128,103.9426757,148.53
4/28/2012 21:00,58.22949275,104.7238442,151.92
4/28/2012 22:00,56.32925529,104.6356101,148.46
4/28/2012 23:00,55.52263972,106.1032606,149.15
4/29/2012 0:00,54.73218819,106.1118556,164.58
4/29/2012 1:00,53.8573235,107.3124283,137.86
4/29/2012 2:00,53.583273,112.2446536,140.58
4/29/2012 3:00,53.03472963,110.7748903,169.23
4/29/2012 4:00,53.22980793,111.5209876,287.78
4/29/2012 5:00,53.10713421,114.4634638,392.08
