Date,Hillside OAT [F],Main Meter [kW],Boiler Gas [kBtu/hr]
2/21/2012 13:00,78.55522092,224.6547342,486.14
2/21/2012 14:00,67.18070617,224.1342403,443.65
2/21/2012 15:00,63.06624746,216.5193754,331.83
2/21/2012 16:00,61.27384167,209.7303788,215.3
2/21/2012 17:00,60.67548369,188.0922483,197.37
2/21/2012 18:00,59.27305679,133.4556908,178.58
2/21/2012 19:00,59.05274477,115.2575299,193.47
2/21/2012 20:00,58.31500787,109.1448997,192.27
2/21/2012 21:00,57.97242712,108.9507761,182.28
2/21/2012 22:00,57.89939014,106.4962721,181.09
2/21/2012 23:00,57.71306972,106.4172028,240.34
2/22/2012 0:00,58.32482433,107.7044686,318.56
2/22/2012 1:00,58.07625414,111.7794368,399.58
2/22/2012 2:00,57.91006283,112.7484294,388.89
2/22/2012 3:00,58.24206951,113.2672071,592.87
2/22/2012 4:00,57.70261391,139.5728229,800.02
2/22/2012 5:00,57.3840436,144.6122302,1185.08
2/22/2012 6:00,56.99320568,153.2688712,1502.85
2/22/2012 7:00,57.35960418,166.6466287,1628.61
2/22/2012 8:00,58.43453289,188.591229,1515.97
2/22/2012 9:00,60.6650668,205.121444,1121.06
2/22/2012 10:00,76.35427333,212.0249817,672.66
2/22/2012 11:00,90.7973225,213.4264448,507.93
2/22/2012 12:00,92.33714556,214.4030374,464.44
2/22/2012 13:00,90.89124019,217.9590979,362.68
2/22/2012 14:00,78.11571687,218.6432626,239.55
2/22/2012 15:00,72.12465444,220.7195941,157.09
2/22/2012 16:00,69.82167274,208.9327774,101.31
2/22/2012 17:00,65.58982905,188.6507398,120.16
2/22/2012 18:00,60.41994996,134.245639,144.26
2/22/2012 19:00,57.89420506,116.8859977,134.73
2/22/2012 20:00,58.20596525,109.8299069,105.35
2/22/2012 21:00,57.59162058,109.5118792,95.7
2/22/2012 22:00,56.46610512,108.2527544,132.05
2/22/2012 23:00,55.37706871,107.0929138,257.03
2/23/2012 0:00,54.87241665,108.4320087,413.55
2/23/2012 1:00,53.56393411,110.6241504,501.45
2/23/2012 2:00,52.27271694,110.2314236,497.21
2/23/2012 3:00,51.05097394,114.3605221,596.27
2/23/2012 4:00,49.5695745,136.2933957,847.82
2/23/2012 5:00,49.44426433,141.0692606,1212.6
2/23/2012 6:00,49.31683196,151.1870247,1410.93
2/23/2012 7:00,50.93732257,165.9349582,1420.14
2/23/2012 8:00,53.05563808,188.5198991,1226.61
2/23/2012 9:00,57.20041494,203.2901438,947.49
2/23/2012 10:00,73.33086914,204.5318623,701.55
2/23/2012 11:00,88.57884602,210.542603,612.35
2/23/2012 12:00,94.45715509,207.4890233,514.72
2/23/2012 13:00,94.65958594,210.7733123,442.81
2/23/2012 14:00,80.25971417,213.2652044,393.99
2/23/2012 15:00,74.35257359,215.1197007,326.88
2/23/2012 16:00,73.43698375,202.0228362,255.67
2/23/2012 17:00,70.51070703,180.5965678,197.54
2/23/2012 18:00,66.10243477,128.9448861,185
2/23/2012 19:00,63.10461111,111.4755433,175.5
2/23/2012 20:00,61.57382703,105.0591109,198.25
2/23/2012 21:00,61.54411383,104.6075381,211.57
2/23/2012 22:00,61.78219165,102.222748,269.39
2/23/2012 23:00,61.45283977,103.2850376,376.5
2/24/2012 0:00,60.2435602,106.090123,429.16
2/24/2012 1:00,58.19506658,109.9680254,490.36
2/24/2012 2:00,57.45655154,111.9856268,554.15
2/24/2012 3:00,57.46261922,110.7821476,640.17
2/24/2012 4:00,57.25845841,138.011743,972.25
2/24/2012 5:00,56.84768733,140.8197666,1330.74
2/24/2012 6:00,55.54758066,147.2195194,1536.79
2/24/2012 7:00,54.13262503,160.1563183,1672.37
2/24/2012 8:00,55.26346747,180.1234299,1473.85
2/24/2012 9:00,57.9653358,195.7265071,1046.16
2/24/2012 10:00,72.28160521,204.5103163,800.29
2/24/2012 11:00,88.60232967,206.431258,705.66
2/24/2012 12:00,93.12036567,203.2172352,608.72
2/24/2012 13:00,92.29377117,207.4505329,577.67
2/24/2012 14:00,76.73676796,211.3103601,553.26
2/24/2012 15:00,67.13457305,209.6314258,493.11
2/24/2012 16:00,64.71865533,197.2820419,416.37
2/24/2012 17:00,60.62852347,178.6490867,390.49
2/24/2012 18:00,53.99589197,129.8340413,321.04
2/24/2012 19:00,51.30143383,112.2773844,253.32
2/24/2012 20:00,51.47425062,106.7420626,261.85
2/24/2012 21:00,51.040689,106.5682238,333.15
2/24/2012 22:00,49.99475878,103.4825606,333.12
2/24/2012 23:00,49.68721146,103.7210561,337.49
2/25/2012 0:00,49.00461103,104.4043702,421.5
2/25/2012 1:00,47.63087162,104.8893197,431.52
2/25/2012 2:00,45.81048895,107.6351161,426.98
2/25/2012 3:00,44.5242691,108.2276305,422.28
2/25/2012 4:00,44.3302,110.7595858,404.68
2/25/2012 5:00,43.3293129,112.0543939,395.61
2/25/2012 6:00,42.69137165,112.4483781,426.57
2/25/2012 7:00,42.20676704,113.6382899,435.38
2/25/2012 8:00,44.62306067,112.7264592,447.68
2/25/2012 9:00,47.22047636,112.6884943,429.05
2/25/2012 10:00,60.5672542,110.8265289,388.43
2/25/2012 11:00,74.56370236,110.6968759,347.63
2/25/2012 12:00,77.45710139,109.3023216,376.61
2/25/2012 13:00,77.08665294,107.5239685,372.55
2/25/2012 14:00,66.33508898,106.5525248,353.52
2/25/2012 15:00,60.39056442,106.7028892,327.43
2/25/2012 16:00,58.25608361,107.0172642,304.9
2/25/2012 17:00,54.78554917,106.6716567,289.66
2/25/2012 18:00,50.45071347,106.9481759,325.75
2/25/2012 19:00,48.52421869,107.6118361,392.78
2/25/2012 20:00,47.379179,109.4918789,432.76
2/25/2012 21:00,46.32375267,110.0565937,441.61
2/25/2012 22:00,44.68465867,111.8421694,410.19
2/25/2012 23:00,44.3302,111.3397021,370.23
2/26/2012 0:00,44.3302,111.4927384,357.44
2/26/2012 1:00,44.3302,112.5931386,347.6
2/26/2012 2:00,43.4902875,115.7599297,377.37
2/26/2012 3:00,42.19998128,115.4726201,469.23
2/26/2012 4:00,41.7114,116.7722866,500.83
2/26/2012 5:00,40.91543284,118.268357,521.02
2/26/2012 6:00,40.3881,119.3497815,545.83
2/26/2012 7:00,40.62373087,119.8908442,608.5
2/26/2012 8:00,43.37967972,116.4598693,635.05
2/26/2012 9:00,46.70308328,116.7280601,639.39
2/26/2012 10:00,59.54602058,113.9912481,534.79
2/26/2012 11:00,68.3123905,112.3956695,405.37
2/26/2012 12:00,64.27201896,111.2255675,325.53
2/26/2012 13:00,63.42935233,109.2466887,303.29
2/26/2012 14:00,57.76288935,111.2355505,291.36
2/26/2012 15:00,53.51174252,110.2678396,272.77
2/26/2012 16:00,51.52221466,109.6670444,262.97
2/26/2012 17:00,48.23647083,107.3725402,268.22
2/26/2012 18:00,45.76415502,108.6194173,338.68
2/26/2012 19:00,44.30446965,107.059577,363.72
2/26/2012 20:00,43.0252,108.4057291,388.29
2/26/2012 21:00,42.09732386,110.208137,405.27
2/26/2012 22:00,40.3881,111.1413404,464.72
2/26/2012 23:00,40.3881,110.7003582,526.51
2/27/2012 0:00,41.03399643,109.9060321,569.84
2/27/2012 1:00,40.7475965,111.5028214,628.95
2/27/2012 2:00,39.75451979,114.6479467,665.02
2/27/2012 3:00,39.0546,114.6622009,952.14
2/27/2012 4:00,39.0546,137.1941973,1284.64
2/27/2012 5:00,39.0546,143.9260956,1649.59
2/27/2012 6:00,39.0546,151.2773985,1784.98
2/27/2012 7:00,40.64747421,164.8101655,1774.61
2/27/2012 8:00,42.84614367,188.2876419,1809.26
2/27/2012 9:00,44.69912031,207.5094187,1702.62
2/27/2012 10:00,55.95894951,215.4733501,1359.9
2/27/2012 11:00,69.28963333,217.4698293,1026.55
2/27/2012 12:00,72.96274469,221.1409102,880.59
2/27/2012 13:00,75.82250589,222.0918361,728.65
2/27/2012 14:00,64.55132744,222.9846716,634.06
2/27/2012 15:00,54.78790797,220.0027262,589.46
2/27/2012 16:00,53.13801939,211.2094127,557.1
2/27/2012 17:00,51.07152472,187.5225993,509.02
2/27/2012 18:00,46.72544016,135.9592254,400.43
2/27/2012 19:00,43.75826452,117.3191845,329.6
2/27/2012 20:00,42.45004756,111.9493606,350.31
2/27/2012 21:00,41.7114,112.8594296,447.92
2/27/2012 22:00,40.80241106,110.4768408,486.98
2/27/2012 23:00,40.3881,111.7953139,524.95
2/28/2012 0:00,40.3881,112.1108417,586.8
2/28/2012 1:00,40.3881,111.4332538,662.37
2/28/2012 2:00,40.3881,115.8873396,741.21
2/28/2012 3:00,41.18647878,113.5287449,963.72
2/28/2012 4:00,41.13238723,140.417567,1250.83
2/28/2012 5:00,40.3881,145.5694094,1653.03
2/28/2012 6:00,40.3881,154.7139869,1836.97
2/28/2012 7:00,41.07754114,168.6659763,1906.76
2/28/2012 8:00,43.07645171,189.9744315,1755.02
2/28/2012 9:00,46.680642,209.1914219,1385.95
2/28/2012 10:00,48.53830209,215.3725781,1015.25
2/28/2012 11:00,55.88024314,216.7517872,830.09
2/28/2012 12:00,59.62868415,220.1459126,764.58
2/28/2012 13:00,59.84256996,224.5685311,731.88
2/28/2012 14:00,59.24994972,224.3168851,701.63
2/28/2012 15:00,55.0006275,217.3199549,655.08
2/28/2012 16:00,50.96361444,209.5316903,598.02
2/28/2012 17:00,49.01848181,189.5280464,527.47
2/28/2012 18:00,47.64627187,133.4505186,415.03
2/28/2012 19:00,47.15753017,115.0528762,326.53
2/28/2012 20:00,47.40632442,109.2271593,313.44
2/28/2012 21:00,47.26425078,108.4716495,382.74
2/28/2012 22:00,46.94776056,106.444244,458.26
2/28/2012 23:00,45.61640083,106.6856797,500.21
2/29/2012 0:00,44.3302,107.1846837,610.47
2/29/2012 1:00,44.3302,111.9047064,751.09
2/29/2012 2:00,45.34521885,112.7933401,791.07
2/29/2012 3:00,47.55650239,113.46152,822.44
2/29/2012 4:00,48.61211549,139.1083032,994.77
2/29/2012 5:00,46.94531633,144.7209915,1312.96
2/29/2012 6:00,46.45759359,152.9762633,1506.03
2/29/2012 7:00,46.60290438,166.4200149,1535.74
2/29/2012 8:00,47.34369971,189.0133931,1336.15
2/29/2012 9:00,48.70534081,206.1103495,1086.9
2/29/2012 10:00,55.31127167,211.5279628,786.09
2/29/2012 11:00,58.41009065,213.9725007,659.46
2/29/2012 12:00,52.72062461,214.6875981,632.42
2/29/2012 13:00,51.77143293,217.3927257,596.73
2/29/2012 14:00,53.79113117,218.7242293,551.35
2/29/2012 15:00,52.91341604,220.3715926,516.82
2/29/2012 16:00,50.77294273,209.2855391,480.31
2/29/2012 17:00,48.10372438,189.4588361,411.51
2/29/2012 18:00,46.15026222,133.8109807,256.94
2/29/2012 19:00,43.7568403,117.6143289,122.88
2/29/2012 20:00,43.0252,109.7468131,162.78
2/29/2012 21:00,44.1417,109.4854826,286.61
2/29/2012 22:00,43.43074939,108.3048713,372.67
2/29/2012 23:00,42.80574566,107.0800201,420.12
3/1/2012 0:00,43.56774435,108.5139452,480.86
3/1/2012 1:00,43.27344354,110.8620058,535.66
3/1/2012 2:00,44.3302,111.0816039,564.92
3/1/2012 3:00,44.3302,114.4448339,698.57
3/1/2012 4:00,44.3302,137.4066498,1044.88
3/1/2012 5:00,44.63098556,142.0536917,1424.48
3/1/2012 6:00,45.11094861,151.1197927,1600.36
3/1/2012 7:00,44.6309281,165.9186505,1499.56
3/1/2012 8:00,45.82003933,187.4925355,1257.43
3/1/2012 9:00,46.71800067,203.251136,947.58
3/1/2012 10:00,47.51706392,207.9288261,700.44
3/1/2012 11:00,48.24951032,209.9493024,666.43
3/1/2012 12:00,48.99771014,208.1323599,594.82
3/1/2012 13:00,54.87764597,210.0084609,571.49
3/1/2012 14:00,59.50018931,214.2096765,540.81
3/1/2012 15:00,54.8518775,213.9328742,502.15
3/1/2012 16:00,54.24928362,202.0156098,437.69
3/1/2012 17:00,51.8627079,181.3588062,357.75
3/1/2012 18:00,46.90365208,128.7957055,257.62
3/1/2012 19:00,43.8107375,111.5382374,177.91
3/1/2012 20:00,42.83037379,104.9979491,152.25
3/1/2012 21:00,41.7114,104.3619564,151.25
3/1/2012 22:00,41.7114,101.8597603,161.52
3/1/2012 23:00,41.7114,103.5005668,214.36
3/2/2012 0:00,41.7114,106.0998056,366.45
3/2/2012 1:00,42.18035361,108.9511643,441.18
3/2/2012 2:00,43.0252,111.577239,474.75
3/2/2012 3:00,43.0252,110.2572287,587.55
3/2/2012 4:00,42.11904294,138.0665947,902.74
3/2/2012 5:00,41.7114,140.4365589,1315.61
3/2/2012 6:00,40.91012564,147.2016021,1508.1
3/2/2012 7:00,40.9689,160.1408967,1557.89
3/2/2012 8:00,43.33259733,180.0093094,1266.06
3/2/2012 9:00,48.10190145,195.5454484,999.78
3/2/2012 10:00,58.78791713,204.2095774,756
3/2/2012 11:00,74.06571766,206.2685066,711.99
3/2/2012 12:00,80.67546733,203.307235,616.07
3/2/2012 13:00,81.74659555,208.1265388,535.53
3/2/2012 14:00,75.95549051,211.8052798,504.92
3/2/2012 15:00,62.6103331,209.3695046,469.49
3/2/2012 16:00,59.47573448,197.7224224,406.09
3/2/2012 17:00,57.85334063,178.4492043,386.14
3/2/2012 18:00,53.05401556,129.7759758,331.27
3/2/2012 19:00,51.31948389,112.0834826,210.16
3/2/2012 20:00,51.68113321,106.7411137,237.86
3/2/2012 21:00,51.15396219,106.5586285,330.97
3/2/2012 22:00,50.76948189,102.8874494,347.3
3/2/2012 23:00,50.80547236,102.7572328,374.02
3/3/2012 0:00,50.15604514,103.5411734,364.8
3/3/2012 1:00,49.27378339,103.4566892,334.41
3/3/2012 2:00,49.30120701,106.8349798,340.56
3/3/2012 3:00,49.18470383,107.0981592,334.99
3/3/2012 4:00,48.32207833,108.9789671,326.98
3/3/2012 5:00,46.84534316,111.2670775,348.54
3/3/2012 6:00,47.21145994,111.3794612,385.48
3/3/2012 7:00,46.62264147,112.5219997,387.84
3/3/2012 8:00,47.9592956,112.1309729,392.68
3/3/2012 9:00,51.20392825,112.0115901,367.53
3/3/2012 10:00,62.9064783,110.1637838,456.31
3/3/2012 11:00,80.00170444,109.7447112,404.48
3/3/2012 12:00,86.43515261,108.7097858,283.23
3/3/2012 13:00,88.69194329,107.3528021,241.92
3/3/2012 14:00,83.22909478,106.2068024,240.88
3/3/2012 15:00,69.91267869,106.3723728,241.56
3/3/2012 16:00,67.67826781,106.8431457,237.62
3/3/2012 17:00,66.32843095,105.9918533,227.19
3/3/2012 18:00,61.04651312,105.9328464,240.13
3/3/2012 19:00,57.99270394,106.4468176,320.87
3/3/2012 20:00,56.94003569,108.7914718,393.25
3/3/2012 21:00,56.22556464,109.3934706,418.14
3/3/2012 22:00,55.6342,110.3535674,459.41
3/3/2012 23:00,56.29454638,110.5714892,450.66
3/4/2012 0:00,55.59542192,109.8754901,448.81
3/4/2012 1:00,54.74304832,110.2416688,441.85
3/4/2012 2:00,53.02302322,115.4795716,488.95
3/4/2012 3:00,51.83871509,114.9895764,524.23
3/4/2012 4:00,50.97657086,114.6689028,524.35
3/4/2012 5:00,50.68601836,116.6081976,539.06
3/4/2012 6:00,51.59291178,117.5640631,557
3/4/2012 7:00,52.55355897,118.4279777,562.38
3/4/2012 8:00,53.57012576,115.9079478,565.67
3/4/2012 9:00,56.34146731,115.7996759,477.65
3/4/2012 10:00,67.60204862,113.4933355,351.81
3/4/2012 11:00,86.13184139,112.0518666,278.83
3/4/2012 12:00,91.49516012,109.9060596,273.56
3/4/2012 13:00,90.68048102,108.8499526,276.07
3/4/2012 14:00,87.43612134,110.6345954,276.39
3/4/2012 15:00,74.59013148,109.287979,277.93
3/4/2012 16:00,70.68908683,108.8129393,208.7
3/4/2012 17:00,68.30134954,107.0314979,199.5
3/4/2012 18:00,62.78889517,107.6008042,227.02
3/4/2012 19:00,60.07402089,106.4783778,260.46
3/4/2012 20:00,58.41223302,107.6497763,313.71
3/4/2012 21:00,57.89499194,108.7486719,352.72
3/4/2012 22:00,57.47099452,109.873067,392.43
3/4/2012 23:00,57.09725914,109.2981421,431.02
3/5/2012 0:00,55.33640611,109.279488,523.07
3/5/2012 1:00,54.1347674,110.1740797,580.6
3/5/2012 2:00,54.308916,114.1685884,625.77
3/5/2012 3:00,54.22594267,113.6252312,730.62
3/5/2012 4:00,53.40043107,136.4386204,976.24
3/5/2012 5:00,52.8211579,142.8951097,1212.37
3/5/2012 6:00,52.5255048,150.8426407,1360.32
3/5/2012 7:00,53.11131049,164.5896011,1461.8
3/5/2012 8:00,52.93155247,187.6691971,1342.55
3/5/2012 9:00,53.01117413,207.3077972,1031.93
3/5/2012 10:00,62.89363405,215.7269384,781.04
3/5/2012 11:00,80.07343828,219.996526,595.22
3/5/2012 12:00,82.74929544,221.4180753,528.46
3/5/2012 13:00,82.37867598,222.6219342,467.68
3/5/2012 14:00,73.32791691,222.9410153,371.09
3/5/2012 15:00,58.78891655,220.1323067,308.65
3/5/2012 16:00,57.18363237,210.6269343,218.19
3/5/2012 17:00,57.01305104,189.7671557,217.08
3/5/2012 18:00,51.16771321,136.1217252,185.85
3/5/2012 19:00,48.69415461,116.9712862,188.45
3/5/2012 20:00,47.59923255,110.806268,289.2
3/5/2012 21:00,46.82429375,111.9765876,275.14
3/5/2012 22:00,46.304825,108.7163563,269.38
3/5/2012 23:00,46.70817292,110.9372083,307.05
3/6/2012 0:00,47.15547931,111.0080009,390.62
3/6/2012 1:00,47.48968432,111.367802,477.88
3/6/2012 2:00,47.79739046,116.1307325,449.09
3/6/2012 3:00,47.50162033,113.5490275,519.94
3/6/2012 4:00,46.01137391,140.9422916,802.61
3/6/2012 5:00,43.58836856,145.8222331,1110.15
3/6/2012 6:00,42.16867539,154.6440302,1335.59
3/6/2012 7:00,41.91102461,168.2388148,1327.53
3/6/2012 8:00,43.5497375,190.6462302,1165.58
3/6/2012 9:00,46.38309303,209.3370607,947.86
3/6/2012 10:00,55.01132522,216.7382476,770.64
3/6/2012 11:00,68.43227989,216.7084258,694.89
3/6/2012 12:00,72.19963567,219.8908196,679.18
3/6/2012 13:00,73.93483978,223.903294,669.04
3/6/2012 14:00,70.56678101,224.6400978,666.43
3/6/2012 15:00,57.040295,219.8356241,654.67
3/6/2012 16:00,55.79841825,210.8700172,574.29
3/6/2012 17:00,56.50755808,191.7027972,452.04
3/6/2012 18:00,49.58903675,133.7601476,329.64
3/6/2012 19:00,46.02665608,115.2429625,265.57
3/6/2012 20:00,44.3302,109.0941752,285.57
3/6/2012 21:00,43.260825,107.9469052,349.38
3/6/2012 22:00,42.16859655,106.5328153,440.71
3/6/2012 23:00,41.7114,106.3027964,472.49
3/7/2012 0:00,40.51638658,107.4952626,523.01
3/7/2012 1:00,40.3881,111.536946,623.22
3/7/2012 2:00,40.02048048,112.8789703,652.67
3/7/2012 3:00,39.0546,113.3369801,764.78
3/7/2012 4:00,39.0546,139.6007844,1047.37
3/7/2012 5:00,39.0546,144.7467732,1442.05
3/7/2012 6:00,38.71854335,153.0613232,1643.63
3/7/2012 7:00,39.31315083,166.1904645,1621.33
3/7/2012 8:00,42.25122775,189.7811658,1512.26
3/7/2012 9:00,47.03056198,206.7061454,1251.55
3/7/2012 10:00,58.01106262,212.3746406,1035.79
3/7/2012 11:00,75.930852,213.5622365,815.92
3/7/2012 12:00,81.87192838,214.2798046,738
3/7/2012 13:00,83.40486375,217.1391635,651.31
3/7/2012 14:00,81.70590655,218.3251591,603.85
3/7/2012 15:00,65.69132023,219.4517604,557.91
3/7/2012 16:00,60.51092744,209.3434508,474.53
3/7/2012 17:00,61.84249133,189.7201228,432.11
3/7/2012 18:00,53.89109146,133.8727229,322.01
3/7/2012 19:00,50.81269529,117.5657554,203.25
3/7/2012 20:00,50.03883591,109.8444896,302.42
3/7/2012 21:00,50.83408723,109.0954662,384.36
3/7/2012 22:00,51.0964329,108.1652944,455.34
3/7/2012 23:00,49.97362852,107.7251488,470.48
3/8/2012 0:00,47.94215803,108.5989954,550.83
3/8/2012 1:00,48.20248517,111.3606093,639.69
3/8/2012 2:00,49.82918567,111.8989229,708.42
3/8/2012 3:00,48.13013567,114.1576309,811.01
3/8/2012 4:00,46.09600033,138.5224374,1133.22
3/8/2012 5:00,44.563624,142.1972904,1523.63
3/8/2012 6:00,44.3302,151.1390984,1707.31
3/8/2012 7:00,45.07158178,166.2504979,1675.5
3/8/2012 8:00,49.25556211,188.4005129,1514.54
3/8/2012 9:00,53.05610281,203.0342691,1227.95
3/8/2012 10:00,62.88816424,208.3242422,920.89
3/8/2012 11:00,79.14612168,210.1563913,644.71
3/8/2012 12:00,83.2273556,208.7405801,552.04
3/8/2012 13:00,87.82067677,209.9010534,519.77
3/8/2012 14:00,86.46560837,213.9147223,499.86
3/8/2012 15:00,70.54829592,213.4094819,473.63
3/8/2012 16:00,67.21001565,201.5867715,426.46
3/8/2012 17:00,68.14336375,182.8847766,334.64
3/8/2012 18:00,60.74907458,128.1489909,266.46
3/8/2012 19:00,57.28943774,111.5785766,167.67
3/8/2012 20:00,54.0376365,104.8170722,148.71
3/8/2012 21:00,50.69076853,104.5894259,166.52
3/8/2012 22:00,50.37623442,101.8408002,213.99
3/8/2012 23:00,50.38713997,103.2372543,295.24
3/9/2012 0:00,50.59412402,105.6241009,402.08
3/9/2012 1:00,50.904625,109.1022581,545.95
3/9/2012 2:00,49.501395,110.74598,578.61
3/9/2012 3:00,48.82735833,110.6741791,598.36
3/9/2012 4:00,49.00801944,138.239611,827.07
3/9/2012 5:00,48.78781316,140.3982883,1209.99
3/9/2012 6:00,48.24774387,147.4238897,1466.07
3/9/2012 7:00,48.21457625,159.9929784,1497.78
3/9/2012 8:00,50.33637042,180.0117566,1250.07
3/9/2012 9:00,53.83736121,196.7733527,918.92
3/9/2012 10:00,63.26159944,204.8602841,852.54
3/9/2012 11:00,81.69713629,207.1490181,728.85
3/9/2012 12:00,88.3948847,203.1241492,537.63
3/9/2012 13:00,89.888113,207.5962472,488.22
3/9/2012 14:00,88.06636511,212.9897239,441.46
3/9/2012 15:00,73.21221526,207.908148,420.09
3/9/2012 16:00,68.39464875,198.923318,375.11
3/9/2012 17:00,66.73385892,180.2902595,300.43
3/9/2012 18:00,57.69824954,129.3974873,272.87
3/9/2012 19:00,53.095642,111.858743,271.09
3/9/2012 20:00,51.08075496,106.0017449,256.29
3/9/2012 21:00,49.33138368,105.8550153,291.4
3/9/2012 22:00,48.41960733,102.4133642,305.71
3/9/2012 23:00,47.14005821,102.0169132,310.04
3/10/2012 0:00,45.74208327,102.7759912,434.63
3/10/2012 1:00,44.25252706,102.7105673,357.12
3/10/2012 2:00,43.33613863,105.8188651,391
3/10/2012 3:00,44.96347067,106.318211,395.41
3/10/2012 4:00,45.627,107.9060014,387.93
3/10/2012 5:00,44.56146267,111.0249205,377.73
3/10/2012 6:00,44.3302,110.2622038,365.91
3/10/2012 7:00,45.47399583,111.1163182,391.44
3/10/2012 8:00,48.47801339,111.0673024,404.55
3/10/2012 9:00,51.34788757,111.3873538,447.38
3/10/2012 10:00,54.70017082,109.4410558,524.71
3/10/2012 11:00,62.40614367,108.9299932,489.63
3/10/2012 12:00,69.79687252,108.6398234,365.56
3/10/2012 13:00,65.09166476,108.1937473,294.61
3/10/2012 14:00,56.54861673,106.6531228,354.39
3/10/2012 15:00,54.12737978,106.797526,349.7
3/10/2012 16:00,52.87746718,107.4136362,343.14
3/10/2012 17:00,50.69149028,107.2345325,330.92
3/10/2012 18:00,48.65634167,106.5398608,293.86
3/10/2012 19:00,47.33006935,106.9068678,376.8
3/10/2012 20:00,47.19109978,108.5311267,432.05
3/10/2012 21:00,47.02639417,109.3581286,434.84
3/10/2012 22:00,46.79458534,109.4180273,523.53
3/10/2012 23:00,46.52113717,109.6922235,562.09
3/11/2012 0:00,45.88442787,108.5716488,524.46
3/11/2012 1:00,44.94738428,110.3338931,473.16
3/11/2012 3:00,44.3302,115.5215107,428.2
3/11/2012 4:00,45.35979591,116.3181545,451.85
3/11/2012 5:00,46.09538751,114.9039128,462.8
3/11/2012 6:00,46.12055917,115.9974601,484.53
3/11/2012 7:00,46.56555762,116.0638519,541.43
3/11/2012 8:00,47.47773838,118.3249452,547.05
3/11/2012 9:00,49.71971697,115.6195341,574.75
3/11/2012 10:00,51.88124718,116.0778059,553
3/11/2012 11:00,50.36623582,112.5594045,487.13
3/11/2012 12:00,49.47109636,110.5215126,403.74
3/11/2012 13:00,53.25535111,108.7969813,360.78
3/11/2012 14:00,58.75650222,110.3435038,363.24
3/11/2012 15:00,60.50539667,110.9010117,336.32
3/11/2012 16:00,55.11333444,109.8854655,293.94
3/11/2012 17:00,55.481499,106.7091809,233.39
3/11/2012 18:00,54.90022758,106.764601,250.39
3/11/2012 19:00,49.72944092,107.0741671,358.08
3/11/2012 20:00,46.38965792,108.8479513,408.34
3/11/2012 21:00,44.88442805,110.5411636,494.05
3/11/2012 22:00,44.3302,110.006702,592.21
3/11/2012 23:00,43.1480875,108.5429363,603.16
3/12/2012 0:00,43.0252,109.4706166,670.96
3/12/2012 1:00,43.0252,110.6319158,724.16
3/12/2012 2:00,43.0252,113.6245216,713.43
3/12/2012 3:00,43.0252,114.7366582,1012.01
3/12/2012 4:00,42.65587622,136.1574035,1242.46
3/12/2012 5:00,42.84710711,142.7092886,1590.2
3/12/2012 6:00,43.0252,150.5018223,1834.03
3/12/2012 7:00,43.0252,164.0297474,1852.08
3/12/2012 8:00,44.30363583,187.1949774,1837.83
3/12/2012 9:00,46.89613951,207.1299184,1707.96
3/12/2012 10:00,50.55474253,215.497069,1315.93
3/12/2012 11:00,58.65793597,220.2528656,897.53
3/12/2012 12:00,70.40296745,220.9927304,724.43
3/12/2012 13:00,66.5034793,222.892801,628.53
3/12/2012 14:00,61.48419764,222.523834,561.93
3/12/2012 15:00,63.3121679,219.1739661,532.58
3/12/2012 16:00,60.1332767,210.1077681,465.28
3/12/2012 17:00,60.23263444,189.6719096,397.26
3/12/2012 18:00,56.78293361,135.5995904,285.24
3/12/2012 19:00,52.82968877,116.0909824,229.28
3/12/2012 20:00,52.12563623,110.4741392,183.17
3/12/2012 21:00,51.87506374,112.1620967,189.14
3/12/2012 22:00,51.80259733,108.7981415,213.07
3/12/2012 23:00,51.05075367,109.2999515,277.71
3/13/2012 0:00,50.00812171,110.8166976,360.19
3/13/2012 1:00,50.05775853,111.4140329,450.58
3/13/2012 2:00,50.68039117,116.3810164,490.05
3/13/2012 3:00,49.94166083,113.9331309,607.79
3/13/2012 4:00,49.8784,140.1430699,845.26
3/13/2012 5:00,49.5626005,146.054154,1213.53
3/13/2012 6:00,49.69469531,154.8328705,1367.13
3/13/2012 7:00,49.91966933,168.3136199,1226.07
3/13/2012 8:00,49.66024944,190.1106073,1047.49
3/13/2012 9:00,49.4754,208.8382244,890.51
3/13/2012 10:00,49.65348314,216.8549123,735.68
3/13/2012 11:00,49.75010467,219.1485796,653.68
3/13/2012 12:00,49.93030467,219.2067843,600.53
3/13/2012 13:00,50.18335628,221.0019524,606.08
3/13/2012 14:00,50.43617687,223.0595255,640.49
3/13/2012 15:00,50.83904076,220.3664136,643.95
3/13/2012 16:00,50.84666433,210.1400842,584.58
3/13/2012 17:00,50.79262289,193.1238527,444.23
3/13/2012 18:00,50.69144472,133.0321979,305.76
3/13/2012 19:00,50.32155341,115.4113057,171.39
3/13/2012 20:00,49.96561212,109.0375408,121.7
3/13/2012 21:00,49.92919769,108.0438278,142.92
3/13/2012 22:00,50.26762779,106.9303414,204.56
3/13/2012 23:00,50.514569,106.6766653,359.38
3/14/2012 0:00,50.91673387,107.2659888,461.72
3/14/2012 1:00,51.11180583,111.9172921,514.61
3/14/2012 2:00,51.00401415,111.7670189,479.83
3/14/2012 3:00,51.23620667,113.2559048,534.89
